10/17/01 	17/10/2001 
agents 	staff 
gears 	marches 
basin 	catchment 
jack-off 	jerkoff 
consejo 	council 
bunch 	strip 
outreach 	sensitization 
ago 	back 
indian 	indiana 
informants 	referees 
computerisation 	informatization 
depreciable 	recoverable 
greenlandic 	harp 
beam 	gusset 
falsehood 	lie 
appalling 	dire 
aci 	acis 
decision 	decisione 
scat 	terr 
assumes 	presumes 
immense 	overwhelming 
financing 	fund 
dismissed 	overruled 
1989 	l989 
entertaining 	entertainment 
rotate 	rotating 
overhaul 	recast 
50,000 	50,000.00 
performance-based 	performance-driven 
2000-04 	2000/2004 
bcps 	orp 
eapc 	llc 
examined 	explored 
14 	41 
1982/45 	2001/45 
y.t. 	yt 
hafedh 	hafiz 
starck 	stark 
percentages 	percents 
deg 	° 
process 	trial 
99 	99th 
beriz 	peres 
peregrine 	pilgrims 
godmother 	patron 
subset 	subsetting 
10gbe 	10ge 
congolese 	inter-congolese 
pulps 	pâtes 
fiesta 	holiday 
demagogic 	demagogy 
casting 	die-cast 
distance 	remotely 
joseph 	josé 
ship 	ship-to 
dominance 	supremacy 
dictates 	diktats 
rescuers 	saviors 
half-day 	half-time 
latch 	locking 
well-focused 	well-targeted 
al-nasseriya 	naserea 
commission 	commissione 
- hail 	hail 
ball 	baseball 
condition 	provided 
show 	visa 
cbc 	ron 
reactionary 	retrograde 
undetected 	undiagnosed 
unforeseen 	unscheduled 
legislation 	statutes 
load 	payload 
choe 	shwe 
duplications 	overlap 
completion 	finalisation 
handbag 	valise 
constitutes 	poses 
eip 	mob 
branch 	service 
origin 	root 
rack 	shelf 
multi-role 	multiskilled 
csh 	edcs 
increasing 	increasingly 
frighteningly 	horrifyingly 
absurd 	absurdly 
judicial 	juridical 
executives 	leaders 
6.2 	6:2 
conscientious 	conscientiously 
cross 	cross - 
identified 	listed 
nuns 	religious 
door 	gateway 
equality 	égalité 
contingent 	stand-by 
dirty 	sales 
stephan 	stephane 
electricity 	electricité 
gaeseong 	kaesong 
chimera 	fantasy 
posture 	stance 
al-rintisi 	alrntisi 
chun 	qin 
fmt 	mob 
oxide 	oxidises 
b.p. 	t.a. 
cappagli 	gatilov 
safety 	sécurité 
tribes 	tribesmen 
chéri 	darling 
emeritus 	fakhry 
infirmiers 	nurses 
recommandations 	recommendations 
cashier 	treasurer 
prescribed 	required 
daunting 	discouraging 
métiers 	occupations 
atp 	ptas 
bad 	terrible 
easy 	simply 
intelligent 	intelligently 
brassage 	intermingling 
delivery 	providing 
intention 	purpose 
directors 	trustees 
flue-cured 	yellow 
insurmountable 	unconquerable 
applications 	request 
coats 	robes 
life-span 	lifespan 
generally 	universally 
despicable 	low-down 
state 	state-owned 
deceased 	decedent 
oppresses 	suppresses 
fcr 	rma 
fuente 	source 
alleviating 	relieving 
convention 	crc 
mahbubani 	traoré 
flexfield 	flexfields 
amin 	el-amine 
chea 	chia 
contravention 	contraventions 
eaj 	var 
goel 	jowell 
riverbanks 	shores 
conifer 	evergreen 
funding 	money 
alackaday 	criminy 
prestigious 	renowned 
golf 	wave 
jeopardizes 	threatens 
officer 	oficial 
caught 	taken 
hastened 	rushed 
deductible 	franchise 
evacuations 	evictions 
particularity 	specificity 
iiked 	loved 
departing 	leaving 
displace 	supplant 
abdelqader 	abdulkadir 
amps 	asd 
gcc 	mab 
established 	introduced 
gmail.com 	www.forom.com 
airside 	hkia 
antagonism 	antagonistic 
abs 	swbs 
bhc 	hcb 
institute 	nrc-institute 
sdt 	trs 
completeness 	entirety 
` enrichissement 	enrichment 
ecp 	pfge 
1970 	70s 
abia 	ecec 
qaryat 	village 
d.b.a. 	dba 
breast 	brisket 
funny 	laugh 
agree 	okay 
fret 	worry 
knee 	kneecap 
astute 	cunning 
adjust 	tune 
granting 	issuance 
bell 	campana 
ce 	ec 
cri 	kpi 
prosecution 	prosecutorial 
defeat 	vanquish 
fragmentary 	patchy 
developmental 	posting 
nannying 	paternalistic 
beat 	beats 
recurrence 	relapse 
federacion 	federación 
endeavored 	sought 
high 	tall 
fiancées 	girlfriends 
driveshaft 	tier 
philadelphi 	philadelphia 
trq 	trqs 
hanging 	hangman 
16/12/2005 	18/11/2005 
equipment 	machinery 
self-sufficiency 	self-sustainability 
precede 	precedes 
interchange 	roundabout 
transborder 	transfrontier 
challenge 	defy 
atrocious 	dreadful 
processing 	treating 
fabric 	flexfield 
arson 	fire 
amusement 	fun 
insufficient 	unsatisfactory 
comprised 	consisted 
convergence 	focal 
investigative 	survey 
cap-and-trade 	emissions-trading 
package 	parcels 
mention 	quote 
125 	521 
sorcerers 	warlocks 
specific 	targeted 
investigating 	investigations 
gennaio 	january 
beneficial 	salutary 
interlace 	interwoven 
gfs 	sfp 
navire 	vessel 
vice-chairperson 	vp 
basement 	underground 
cheater 	traitor 
impasse 	stand-off 
indicated 	outlined 
iron 	railways 
larger 	more 
refrigeration 	refrigerator 
247 	742 
grievances 	resentments 
declaration 	explanation 
distinctively 	specifically 
334 	57/334 
china-us 	chinese-u.s. 
maintain 	preserving 
2q 	q2 
6.2 	620 
legislated 	legislative 
cheat 	defraud 
sands 	sidewinders 
catwalk 	podium 
shariaa 	shariah 
defectors 	dissidents 
presupposes 	requires 
big 	vast 
engagements 	missions 
flights 	flying 
commutation 	conversion 
suburb 	suburbia 
badge 	badges 
onlooker 	spectator 
fortunate 	happy 
granny 	mammy 
jacob 	yaakob 
351 	351-21 
- john 	john 
big 	grosse 
eit 	iet 
boobs 	jugs 
deficiencies 	imperfections 
sgi 	sgis 
count 	recount 
inform 	informed 
2591 	2598 
non-smoking 	smokefree 
marse 	master 
private 	soldier 
09 	9 
aisle 	allée 
advantage 	superiority 
freeze-up 	gel 
gfs 	vet 
pupil 	students 
esp 	isp 
gpc 	gsc 
determinants 	drivers 
righteousness 	uprightness 
john 	yin 
tdg 	tdga 
ban 	interdiction 
weighing 	weighting 
bought 	buy 
aliquot 	portion 
moment 	point 
sensed 	smelled 
` habitation 	habitation 
koehler 	koller 
stimulation 	stimulatory 
1979 	9791 
irresolute 	undecided 
ibcs 	saes 
feelings 	sensations 
2001/202 	56/202 
inactive 	non-active 
icps 	peak 
assasinated 	murdered 
ning 	pennington 
haile 	helle 
duplicating 	reprography 
aal1 	lpoa 
laakso 	valley 
myanmar 	μyanmar 
fist 	punch 
20/11/2005 	5/12/2005 
enslaved 	slave 
93 	e. 93 . i. 8 
overlaying 	superimposing 
comeau 	cools 
normative 	policy 
instructor 	teacher 
fences 	walls 
cliff 	clive 
callouts 	calls 
flanges 	footings 
celebrate 	mark 
passengers 	voyageurs 
2,100 	2.1 
objective 	targets 
1,246 	246 
gc.ca 	www.hc-sc.gc.ca 
assumptions 	hypothesis 
chr 	roks 
pass 	spend 
new-found 	newfound 
muraille 	wall 
casebooks 	compilations 
add-on 	snap-ins 
anchor 	delimiter 
marched 	paraded 
achievement 	feat 
decency 	propriety 
i-o 	input-output 
mnf 	mnf-i 
census 	identification 
hto 	otc 
meter 	metering 
catastrophe 	disasters 
clergyman 	pastor 
fallacious 	misleading 
destitute 	destitution 
1905 	7.05 
bio-energy 	bioenergetic 
` ad 	raad 
commando 	fedayee 
oj 	ojec 
non-governmental 	nongovernment 
parenting 	paternity 
point 	thing 
adopted 	introduced 
cheerio 	ciao 
bailout 	rescate 
opinion 	position 
abnormally 	disproportionately 
commend 	congratulating 
fares 	tarifs 
arrondissement 	borough 
houssam 	husam 
lumps 	sugars 
33.6 	66.4 
closing 	shutdown 
logging 	logon 
51 	51/332 
penal 	prison 
scott 	sukkot 
2002/23 	2003/23 
cross - 	straddling 
hard-line 	tough 
cru 	raw 
jacob 	yaqub 
lien 	link 
saami 	samis 
views 	visions 
beggar 	bum 
chinese-u.s. 	sino-u.s. 
co-chair 	co-presidency 
2001/103 	49/103 
gillnets 	nets 
coarsely 	grossly 
initiated 	undertook 
02/03 	2002-2003 
ac .109 / 1999 	ac .109 / 2000 
fibrous 	friable 
pacific 	pacífico 
delay 	lag 
dress 	dressing 
chul 	triet 
capacitor 	flux 
annul 	quash 
contracting 	contractors 
1,000,000 	1,000,000.00 
crisp 	sharpness 
highways 	roadways 
40.0 	45.0 
pca 	pso 
anomalies 	discrepancies 
piece 	room 
15th 	xv 
specifying 	stating 
fin.gc.ca 	www.fin.gc.ca 
ganim 	ghanim 
exclusively 	uniquely 
institutional 	institutionalized 
imran 	imron 
pits 	quarries 
boot 	restart 
submission 	tabling 
hailed 	welcomed 
45,000 	45k 
connections 	logins 
goals 	target 
dfi 	dti 
dominates 	overshadows 
crise 	crisis 
aek 	ike 
cota 	distance 
severity 	stringency 
countries 	nation 
functional 	techniques 
collection 	compendium 
deck 	floor 
20/29 	2002/29 
2504 	2560 
jimmy 	jlmmy 
december 	decembers 
carryover 	remanence 
detested 	hated 
houses 	residences 
deprivation 	hardship 
scarce 	uncommon 
freezing 	snapshot 
shift 	transition 
disseminated 	released 
revise 	revisit 
2582 	3355 
examples 	sample 
grasped 	understood 
posted 	updated 
cabral 	dejammet 
fencing 	swordsman 
fitness 	suitability 
reconstitution 	reinstitution 
integrated 	onboard 
media 	medium 
. dll 	dll 
loyal 	loyalist 
excess 	glut 
allocates 	attaches 
incite 	instigate 
awkward 	weird 
fixes 	patches 
academic 	theoretical 
deleting 	deletion 
filer 	notifier 
premise 	principle 
externalising 	outsourcing 
bowhead 	peary 
eleanor 	elinor 
telco 	telecommunications 
teodor 	tudor 
counter-attack 	counter-offensive 
overlap 	straddle 
non-reserved 	unreserved 
sub-sites 	subsets 
altars 	shrines 
blanks 	drafts 
manpower 	staff 
benthic 	demersal 
big 	considerable 
advisors 	conseillers 
1.77 	177 
al-sindi 	cindy 
catherine 	cathérine 
sniffer 	tracker 
governed 	guided 
qb 	qc 
misfortunes 	woes 
ridicule 	ridiculous 
reduction 	réduction 
short 	summary 
advisers 	trustees 
drug 	medicament 
individual 	various 
unmistakable 	unmistakeable 
apf 	fpa 
2004 	9/12/2004 
ineffective 	inoperative 
assumptions 	postulates 
lamb 	mutton 
universe 	world 
bus 	connaisseur 
allocation 	breakdown 
cancellation 	termination 
grind 	milling 
cali 	kali 
eic 	icw 
hairstyle 	headdress 
synchronisation 	timing 
band 	group 
cowardly 	faint-hearted 
divide 	splitting 
pistes 	runways 
expert 	specialized 
s4p 	x1a 
sanchis 	sánchez 
bitch 	dog 
decoy 	understudy 
retreive 	retrieve 
orthopaedics 	prosthetics 
non-state 	non-state-owned 
gip 	ilm 
vulnerability 	weakness 
certificates 	scrip 
ioan 	yuan 
chaos 	shambles 
partner 	partnership 
conditional 	unconditional 
delicacy 	sensitivity 
1978 	l978 
etps 	ewps 
genuine 	vera 
non-corrodible 	unalterable 
soundness 	validity 
deposition 	depot 
relics 	vestiges 
caliper 	pincer 
awesome 	super 
re-open 	unclose 
2001/215 	54/215 
renewable 	renouvelable 
harrogate 	nb 
oversee 	supervision 
word 	wort 
noncompliance 	nonconformity 
know 	understand 
textos 	texts 
common 	comune 
modalities 	ways 
ftp 	tsp 
hobbit 	hobbits 
minors 	under-age 
` ra 	ar 
pari 	parry 
aspectos 	aspects 
dockets 	slips 
trace 	tracking 
cultivated 	farmed 
newbie 	pledge 
configure 	settings 
figure 	numeral 
ensure 	ensured 
servants 	servers 
bait 	lure 
counterparty 	matching 
escalation 	upsurge 
outfall 	spillway 
coarse 	rough 
demographic 	demographical 
diminishing 	subsiding 
baek 	pak 
acquitted 	discharged 
logiciels 	software 
funerary 	mortuary 
computers 	pc 
issued 	promulgated 
dee 	rolf 
offering 	supply 
css 	hcc 
baggies 	bags 
discordant 	jarring 
troubled 	volatile 
7-a 	7a 
applicability 	implementability 
externalise 	externalize 
micro-credit 	microfinance 
` alma 	aalma 
iha 	nrc-hia 
investigating 	investigative 
summarises 	synthesizes 
burdensome 	costly 
multi-pronged 	multidimensional 
expected 	should 
76 	76ers 
authoritarian 	totalitarian 
non-financial 	non-fiscal 
pro-competition 	pro-competitive 
indicator 	pointer 
avian 	poultry 
foolproof 	omniscient 
ancestors 	predecessors 
biphenyls 	chlorobiphenyls 
macro-level 	macroeconomic 
geese 	ioe 
hyon 	xuan 
ponds 	potholes 
multiple 	multiplicity 
defects 	malfunctions 
2.70 	2.80 
heavy 	thick 
hover 	hovers 
bandits 	muggers 
fishes 	poissons 
pollutant 	pollution 
cancel 	quash 
1212 	5012 
51/209 	54/209 
connection 	sign-on 
freedoms 	liberty 
placard 	plaque 
2824 	2829 
recall 	recalling 
offices 	rooms 
command 	knob 
timeline 	timing 
transformation 	transition 
35 	l. 35 
unearmarked 	unmapped 
kola 	kulla 
brushes 	wipers 
grande 	grandi 
developments 	trends 
incidentally 	lncidentally 
investigate 	survey 
enlarging 	expanding 
unfaltering 	unwavering 
latch 	shutdown 
nces 	rce 
chips 	micro-arrays 
day 	dnia 
fuck 	hell 
idler 	mid 
self-directed 	self-learning 
heavily 	largely 
deregistered 	written-off 
sit 	sitting 
drawing 	pivot 
caregivers 	givers 
mds 	smd 
10:35 	9:15 
angler 	fishermen 
marí 	marín 
palaces 	shortcomings 
diet 	regime 
1110 	11:10 
juvenile 	juvénile 
ims 	sgr 
regimes 	régimes 
assignment 	relinquishment 
chair 	flesh 
ilo 	iom 
award 	sentence 
particulates 	pm 
grasslands 	pastures 
governance 	governing 
pre-eminence 	predominance 
kayleigh 	kelly 
appearing 	contained 
camilla 	camille 
iittle 	small 
drain 	draining 
backtracks 	retreats 
empties 	pounces 
ix 	nine 
professional 	professionnels 
rehabilitated 	remediated 
imaginary 	imagined 
criminals 	perpetrators 
eases 	facilitates 
frederick 	frédérick 
nr 	nrp 
` expansion 	expansion 
u 	yeo 
suffered 	underwent 
deletes 	dequeues 
5,000 	5,000.00 
6.30 	6:30 
prepa-ratory 	preparatory 
affordable 	low-cost 
hand-made 	homemade 
expiration 	expired 
deterioration 	spoilage 
road 	traffic 
1.11 	1.110 
g 	g. 
disembarking 	landing 
summarize 	summary 
thesaurus 	unbis 
fed 	powered 
blinded 	dazed 
final 	latest 
momentarily 	temporarily 
insult 	insulted 
bursary 	fellowships 
horrors 	terrors 
emblem 	symbol 
masking 	occulting 
improve 	refine 
kasi 	kasse 
ambulance 	ambulances 
luis 	luise 
result-oriented 	results-orientated 
fam 	mfa 
caractéristiques 	characteristics 
blaze 	torch 
appetizing 	tasty 
dumplings 	grandfathers 
faulty 	malfunctioning 
ict4d 	icts 
above 	above-noted 
reassembled 	reassembly 
castes 	scs 
headlines 	titles 
awareness 	sensitivity 
optima 	optimum 
verb 	word 
accountable 	liable 
hydrothermal 	vent 
cali 	calle 
dominion 	federal 
huzzah 	yay 
284 	482 
headscarves 	veils 
food - 	food-borne 
fcm 	gcf 
intended 	meant 
general 	generalised 
prevent 	prevents 
magma 	melt 
munition 	ordnance 
chuang 	hsinchuang 
breeches 	britches 
decency 	dignity 
earpiece 	headset 
flat 	steadies 
needs 	requirement 
call 	so-called 
slide 	slider 
separatist 	splittism 
official 	officiel 
procuratorate 	procuratorial 
low-carbon 	noncarbon 
ser 	tpsp 
jeopardise 	undermine 
ensuring 	secure 
crs 	prs 
meet 	meeting 
invoice 	invoicing 
aft 	stern 
provisional 	tent.ative 
al-hakim 	hakeem 
boards 	juries 
ethos 	philosophy 
interplay 	interrelationship 
deviations 	gaps 
ehr 	exsd 
emerald 	feitsui 
inflatable 	tyres 
filipe 	philip 
brass 	copper 
re-circulating 	reclaimed 
dalia 	delia 
mandarin 	wenhua 
309 	903 
breakaway 	dissenting 
authors 	framers 
aboveground 	air 
shrinkage 	shrinking 
interrupted 	interruption 
disuse 	inactivity 
sincerest 	warmest 
hand 	main 
maj 	may 
funnel 	funnels 
fourth 	quarter 
duplicate 	reproduce 
hola 	houla 
foreigners 	outsiders 
inevitably 	invariably 
bomb 	bombards 
diversity 	plurality 
adjust 	fit 
items 	projects 
bound 	compelled 
brands 	markup 
effectively 	effectiveness 
3,500 	3.5 
côtes 	rib 
gef 	lfe 
sues 	suing 
credit 	provision 
dass 	drr 
niasse 	niyazi 
postulate 	premise 
defer 	differ 
afro-brazilian 	afro-descendant 
approvals 	type-approvals 
blasts 	detonations 
accomplishment 	realization 
marred 	vitiated 
three-year 	threeyear 
absorption 	take-up 
2.93 	3.06 
2805 	2850 
apply 	implementing 
techniques 	technological 
decisions 	décisions 
atheist 	infidel 
miss 	missy 
broadening 	extending 
imperative 	vital 
copies 	copying 
daley 	daly 
cents 	eurocents 
paragraphs 	sub-paragraphs 
recordings 	tapes 
labourers 	pawns 
held 	maintained 
médecin 	physician 
pilot 	trial 
assassinated 	killed 
eld 	fire 
financial 	ﬁnancial 
manufacture 	mfg 
de-mining 	minesweeping 
adamou 	amadou 
prev 	previous 
directed 	targeted 
overestimate 	overrate 
detours 	turnings 
fraction 	proportion 
bastards 	motherfrakkers 
contradiction 	paradox 
35 	53 
expense 	fee 
15,000 	15,000.00 
aged 	elderly 
markedly 	noticeably 
fem 	gef 
presumption 	presumptions 
amulet 	charm 
balderdash 	nonsense 
'm 	me 
16.15 	1615 
adios 	sayonara 
achats 	purchases 
conqueror 	winner 
denial 	refusing 
foretaste 	taste 
standpoint 	view 
author 	settlor 
o.j. 	ojec 
william 	williams 
425 	59/425 
pecker 	penis 
humbled 	intimidated 
booby-trapped 	car 
0500 	05:00 
nominal 	notional 
aal 	ada 
alder 	alnus 
canarian 	canary 
canine 	kennel 
leap 	step 
approved 	licensed 
nestled 	tucked 
hammarberg 	kolosov 
coulees 	flows 
12.30-1 .30 	1330 
brit 	british 
ever-changing 	evolving 
meg 	mig 
series 	suites 
bois 	lumber 
fareweil 	goodbye 
26/11/2005 	5/11/2005 
dae 	dae - 
equipment 	équipement 
fein 	finn 
steria 	styria 
harbor 	ports 
crude 	ore 
furious 	livid 
instigating 	instigation 
reallocated 	redirected 
bag 	pack 
composition 	dialling 
remedy 	reparation 
berthed 	parked 
basic 	main 
dirt 	earth 
14,300 	14.3 
imp 	pmi 
accomplished 	performed 
gage 	token 
decouple 	untie 
hellfire 	inferno 
retransfer 	trans-shipment 
nicked 	sliced 
barakeh 	barka 
a. 1 	e. 03 . ii.a .1 
deboarding 	landing 
impact 	implication 
completed 	conducted 
held 	hosted 
implement 	implemented 
4.45 	45/16 
18a 	eighteenth 
countries 	maat 
gokool 	koonjul 
2582 	ii 
cfp 	gpcs 
consistently 	routinely 
18:30 	19:00 
arguably 	probably 
invested 	spent 
extend 	renew 
haute 	high 
okays 	oks 
al-khatib 	preacher 
babies 	children 
exit 	exiting 
2003/11/01 	2008/04/25 
gently 	nicely 
subordinate 	subsidiary 
awards 	premiums 
varga 	vargas 
closeness 	rapprochement 
fee 	tariff 
1,276 	276 
reductionist 	simplistic 
arabian 	saudi 
appropriate 	due 
non-binding 	soft-law 
reyes 	rice 
apparatus 	machine 
deactivated 	quenched 
extenders 	thinners 
non-conformance 	noncompliance 
inadvertent 	unnoticed 
levy 	sampling 
number 	serial 
0815 	8:15 
courthouse 	tribunal 
adopt 	pass 
chi 	shi 
bombardier 	gunship 
offers 	proposes 
maternal 	motherhood 
hedgerows 	hurdles 
restituição 	restitution 
anti-retroviral 	arv 
chaudry 	chowdhury 
enhancement 	enhancing 
add .30 	add .31 
detector 	spotter 
environmental 	environnementale 
then 	therefore 
chance 	lucky 
jar 	spring 
moulin 	moulins 
azo-dyes 	azocolourants 
seas 	waters 
dispatcher 	sender 
foot 	ft 
shortcoming 	weakness 
unnecessary 	unwarranted 
ccap 	ccm 
framework 	structure 
profitable 	viable 
failures 	judgements 
bathhouse 	bathroom 
representations 	submissions 
correspondingly 	proportionally 
accessories 	attachments 
non-essential 	non-key 
frame 	raster 
invalidity 	nullification 
head 	leiter 
syngenta 	urmule 
practices 	practises 
self-defeating 	self-destructive 
justice 	justiça 
1995-6 	1995/96 
alienation 	divesture 
rubbles 	ruins 
allochthonous 	non-native 
folding 	liftable 
class 	classifies 
bip 	ifd 
matter 	matters 
momentum 	pulse 
laurentide 	laurentides 
simplification 	streamline 
2000/205 	2002/205 
pleural 	thickened 
mdo 	tdb 
awnings 	eaves 
endogenous 	home-grown 
barrens 	landes 
gali 	galle 
lack 	shortfall 
124 	1984/124 
ccp 	cdpf 
laureate 	prize 
captivated 	captured 
pitiful 	regrettable 
applicants 	requestors 
chip 	single-chip 
recorded 	records 
browse 	scroll 
dense 	intensive 
self-governing 	self-reliant 
commemorate 	memorial 
